condition,member_accuracy,difference_from_0.5,fresh_accuracy,member_fresh_difference
R0_X,0.5,0.0,0.5,0.0
R0_XY,0.5,0.0,0.5,0.0
R1_X,0.5000509476258407,5.0947625840680466e-05,0.5011717953943347,-0.001120847768493971
R1_XY,0.5000509476258407,5.0947625840680466e-05,0.5011717953943347,-0.001120847768493971
R2_X,0.4874668840432036,-0.012533115956796403,0.49704503770124314,-0.009578153658039545
R2_XY,0.5466170776441818,0.04661707764418177,0.5031078051762787,0.04350927246790304
R3_X,0.4855308742612594,-0.014469125738740596,0.49836967597309967,-0.012838801711840264
R3_XY,0.5404524149174649,0.040452414917464874,0.5063175056042388,0.03413490931322605
