avg_support1,avg_support2,D1_total,D1_null,D1_null_fraction,D2_total,D2_null,D2_null_fraction,singleton_patch_site1,singleton_patch_site2,hessian_regularized_site1,hessian_regularized_site2
11.339413083350316,11.304157326268596,66663.0,60045.0,0.9007245398496917,66317.0,59965.0,0.9042176214243708,197,188,1,0
